"customername","policy_id","date","amount","paymentmethod"
"Lakshay Gupta",517,"2024-09-30","35791","Debit Card"
"Lavanya Manda",308,"2020-06-14","11535","Cash"
"Lavanya Manda",308,"2021-06-11","20145","Credit Card"
"Lavanya Manda",308,"2021-07-16","24645","Cash"
"Lavanya Manda",299,"2022-03-20","22652","Cash"
"Lavanya Manda",57,"2022-11-17","42121","Credit Card"
"Lavanya Manda",308,"2023-03-02","14620","Cash"
"Lavanya Manda",997,"2024-01-16","49496","Debit Card"
"Lavanya Manda",997,"2024-10-11","34468","Net Banking"
"Lavanya Rajagopal",302,"2020-06-28","42589","Debit Card"
"Lavanya Rajagopal",302,"2021-01-03","33441","Net Banking"
"Madhup Bhatia",837,"2020-06-26","44617","Net Banking"
"Madhup Bhatia",939,"2024-02-28","9989","UPI"
"Madhup Choudhry",276,"2020-02-02","31162","Net Banking"
"Madhup Choudhry",147,"2020-06-28","30783","Credit Card"
"Madhup Choudhry",147,"2021-12-09","47731","Net Banking"
"Madhup Choudhry",276,"2022-08-30","49269","Cash"
"Madhup Choudhry",147,"2024-06-03","32452","Net Banking"
"Madhup Raj",680,"2022-12-07","42541","Credit Card"
"Madhup Sharma",474,"2020-05-08","30621","Cash"
"Madhup Sharma",474,"2022-05-12","20744","Credit Card"
"Madhup Sharma",474,"2022-07-17","41309","Debit Card"
"Madhup Sharma",474,"2024-04-06","7359","Net Banking"
"Madhup Tata",181,"2020-02-10","33458","Credit Card"
"Madhup Tata",181,"2021-07-30","10679","Cash"
"Madhup Tata",864,"2021-11-19","32414","Credit Card"
"Madhup Tata",181,"2023-02-23","18419","Net Banking"
"Madhup Tata",181,"2023-07-13","15406","Cash"
"Mahika Handa",80,"2020-12-01","27510","Debit Card"
"Mahika Handa",80,"2022-06-22","22747","UPI"
"Mahika Handa",80,"2023-10-06","14226","Credit Card"
"Mahika Magar",465,"2021-01-17","2239","Debit Card"
"Mahika Magar",10,"2022-01-14","33967","Credit Card"
"Mahika Magar",10,"2022-07-17","30023","Net Banking"
"Mahika Magar",465,"2023-05-14","23153","Debit Card"
"Mahika Shetty",122,"2022-06-19","4738","Net Banking"
"Mahika Shetty",122,"2022-08-04","24485","Net Banking"
"Mahika Shetty",122,"2023-04-11","35704","UPI"
"Mahika Sibal",910,"2020-09-12","14000","Net Banking"
"Mahika Sibal",910,"2022-05-01","13783","Net Banking"
"Mahika Sibal",910,"2023-04-16","43233","UPI"
"Mahika Sibal",910,"2023-05-21","31482","UPI"
"Mahika Sibal",910,"2024-08-24","20581","UPI"
"Mamooty Barad",791,"2020-03-12","12416","Debit Card"
"Mamooty Barad",226,"2023-04-26","11102","Cash"
"Mamooty Barad",226,"2023-11-10","19791","Net Banking"
"Mamooty Barad",791,"2023-11-21","16247","Credit Card"
"Mamooty Barad",791,"2024-02-09","17708","Cash"
"Mamooty Baral",311,"2020-10-01","10391","Net Banking"
"Mamooty Baral",311,"2021-06-29","45254","UPI"
"Mamooty Baral",311,"2021-07-03","18163","Cash"
"Mamooty Baral",721,"2022-03-20","41579","Cash"
"Mamooty Sachdeva",571,"2022-09-09","29064","Net Banking"
"Mamooty Sastry",759,"2020-05-30","39925","Debit Card"
"Mamooty Sastry",759,"2022-04-19","11272","Cash"
"Mamooty Sastry",759,"2022-09-02","48894","Credit Card"
"Mamooty Sastry",759,"2024-09-08","6458","Net Banking"
"Manikya Sha",753,"2021-02-14","17354","Credit Card"
"Manikya Sha",753,"2021-03-21","40414","Debit Card"
"Manikya Sha",753,"2023-02-14","21712","UPI"
"Manikya Subramaniam",452,"2021-10-17","42993","Debit Card"
"Manikya Subramaniam",961,"2022-05-06","10431","Debit Card"
"Manikya Subramaniam",732,"2023-04-14","10319","Credit Card"
"Manikya Subramaniam",452,"2024-01-19","19508","Cash"
"Manikya Subramaniam",732,"2024-03-25","35143","Debit Card"
"Manikya Subramaniam",961,"2024-04-20","14879","UPI"
"Manikya Subramaniam",452,"2024-05-21","49164","Cash"
"Manikya Wadhwa",697,"2021-05-16","17519","Debit Card"
"Manikya Wadhwa",697,"2022-03-18","20423","Cash"
"Manikya Wadhwa",697,"2024-06-03","19349","Credit Card"
"Manjari Jaggi",210,"2021-01-09","38472","Debit Card"
"Manjari Jaggi",210,"2021-01-14","43323","Net Banking"
"Manjari Jaggi",818,"2022-08-16","20419","Cash"
"Manjari Jaggi",818,"2024-05-30","36919","UPI"
"Manjari Jaggi",210,"2024-08-05","10899","Cash"
"Manjari Karpe",203,"2021-04-22","10460","Debit Card"
"Manjari Karpe",203,"2023-05-03","10134","Debit Card"
"Manjari Taneja",170,"2019-10-21","36768","Credit Card"
"Manjari Taneja",279,"2019-12-14","12138","Debit Card"
"Manjari Taneja",170,"2020-02-03","45588","Cash"
"Manjari Taneja",279,"2020-09-09","20122","UPI"
"Manjari Taneja",279,"2020-12-17","29245","Debit Card"
"Manjari Taneja",293,"2021-04-08","25903","Cash"
"Manjari Taneja",170,"2021-08-02","17959","Cash"
"Manjari Taneja",170,"2022-04-08","38556","Net Banking"
"Manjari Taneja",293,"2023-10-10","30687","Net Banking"
"Manjari Taneja",293,"2024-07-23","37493","Debit Card"
"Mehul Shankar",624,"2021-07-29","19267","Debit Card"
"Mehul Shankar",966,"2023-01-06","32947","Cash"
"Mehul Shankar",624,"2023-07-02","22727","Net Banking"
"Mehul Singh",285,"2021-04-28","5776","UPI"
"Mehul Singh",352,"2021-07-18","47149","UPI"
"Mehul Singh",285,"2022-07-09","43989","Debit Card"
"Miraan Aggarwal",834,"2020-05-06","32173","Net Banking"
"Miraan Aggarwal",500,"2022-04-04","48884","Debit Card"
"Miraan Aggarwal",500,"2022-10-21","41107","Debit Card"
"Miraan Aggarwal",834,"2022-11-24","6122","Debit Card"
"Miraan Aggarwal",834,"2024-05-25","6402","UPI"
"Miraan Aggarwal",834,"2024-08-11","24036","Cash"
"Miraan Dewan",149,"2020-07-06","42766","Net Banking"
"Miraan Dewan",149,"2023-06-16","48020","Net Banking"
"Miraan Wali",971,"2021-02-03","32146","Credit Card"
"Miraan Wali",319,"2021-04-29","42989","Credit Card"
"Miraan Wali",971,"2021-12-31","39198","Credit Card"
"Miraan Wali",319,"2023-07-26","9475","Credit Card"
"Miraan Wali",319,"2023-08-04","19630","Credit Card"
"Miraya Anne",355,"2021-06-09","30890","Credit Card"
"Miraya Anne",355,"2022-12-30","6215","Credit Card"
"Miraya Anne",355,"2023-06-28","17805","Net Banking"
"Miraya Dixit",560,"2023-08-19","49751","UPI"
"Misha Edwin",175,"2019-11-14","5854","Credit Card"
"Misha Edwin",175,"2020-05-22","13928","Credit Card"
"Misha Edwin",653,"2020-10-10","42658","Cash"
"Misha Edwin",175,"2021-05-21","37215","Debit Card"
"Misha Edwin",175,"2021-09-29","44390","Cash"
"Misha Edwin",175,"2022-09-17","7943","Debit Card"
"Misha Goda",497,"2019-11-08","29697","Cash"
"Misha Goda",978,"2019-11-20","34418","Credit Card"
"Misha Goda",527,"2020-07-02","23607","Cash"
"Misha Goda",527,"2020-08-16","29936","UPI"
"Misha Goda",978,"2021-02-05","7239","Net Banking"
"Misha Goda",978,"2022-11-12","23873","Cash"
"Misha Goda",497,"2023-08-09","22771","UPI"
"Misha Goda",978,"2023-08-31","24943","UPI"
"Misha Khosla",118,"2020-05-29","24828","Cash"
"Misha Khosla",118,"2023-07-29","24763","Debit Card"
"Misha Khosla",118,"2024-03-27","23277","Cash"
"Misha Setty",422,"2021-01-04","47490","Cash"
"Misha Setty",422,"2021-12-15","38603","Net Banking"
"Mishti Bali",393,"2020-08-24","47257","Debit Card"
"Mishti Bali",393,"2021-08-05","9441","Credit Card"
"Mishti Bali",453,"2022-02-27","6609","Credit Card"
"Mishti Sami",428,"2020-01-28","17229","UPI"
"Mishti Sane",283,"2021-09-21","8680","Net Banking"
"Mishti Sawhney",720,"2024-05-28","29316","Debit Card"
"Mishti Sawhney",720,"2024-09-12","18436","Debit Card"
"Mohanlal Dhar",348,"2020-09-28","8419","UPI"
"Mohanlal Dhar",348,"2024-06-19","24790","Debit Card"
"Mohanlal Dhar",348,"2024-08-21","15795","Credit Card"
"Mohanlal Gara",960,"2023-12-28","27536","Net Banking"
"Myra Bhagat",729,"2021-10-22","9140","Net Banking"
"Myra Bhagat",729,"2022-07-01","5498","Net Banking"
"Myra Dutt",146,"2021-02-12","21232","Net Banking"
"Myra Dutt",146,"2021-04-10","30199","Credit Card"
"Myra Dutt",329,"2022-01-26","44345","Debit Card"
"Myra Dutt",146,"2022-09-01","6026","Cash"
"Myra Dutt",146,"2023-02-14","10180","Cash"
"Myra Dutt",329,"2024-05-11","42193","Debit Card"
"Myra Dutt",329,"2024-06-12","42230","UPI"
"Nakul Anand",696,"2020-07-02","47570","Cash"
"Nakul Anand",850,"2020-12-30","15132","UPI"
"Nakul Anand",850,"2023-11-03","5635","Cash"
"Nakul Desai",918,"2021-01-22","18664","Credit Card"
"Nakul Desai",918,"2022-08-08","1012","Credit Card"
"Nakul Kashyap",957,"2020-10-30","8375","Cash"
"Nakul Kashyap",957,"2022-06-16","45241","Credit Card"
"Nakul Kashyap",139,"2023-10-02","10846","Net Banking"
"Nakul Mangal",376,"2020-11-27","39789","Debit Card"
"Nakul Mangal",376,"2024-02-15","12028","Credit Card"
"Nakul Mangal",376,"2024-04-13","43527","Cash"
"Nakul Sharma",554,"2020-04-06","13615","Net Banking"
"Nakul Sharma",554,"2022-08-15","42319","Debit Card"
"Navya Bose",810,"2021-04-10","26664","UPI"
"Navya Bose",810,"2022-10-16","40643","Cash"
"Navya Bose",810,"2023-02-14","1761","Debit Card"
"Navya Bose",810,"2024-01-19","48030","Net Banking"
"Navya Dada",840,"2021-03-06","38890","Net Banking"
"Navya Dada",840,"2021-12-24","20823","Debit Card"
"Navya Dada",840,"2022-02-18","22238","Debit Card"
"Navya Dada",840,"2024-03-31","19346","UPI"
"Nayantara Gulati",159,"2019-10-30","2998","UPI"
"Nayantara Gulati",313,"2019-12-26","47142","Debit Card"
"Nayantara Gulati",313,"2020-01-10","48821","Debit Card"
"Nayantara Gulati",159,"2023-04-15","47968","UPI"
"Nayantara Jha",430,"2019-12-21","31260","Debit Card"
"Nayantara Jha",430,"2020-01-19","44962","Credit Card"
"Nayantara Jha",879,"2020-09-29","4938","Debit Card"
"Nayantara Jha",430,"2023-01-05","22370","Cash"
"Nayantara Jha",430,"2023-12-11","44164","Net Banking"
"Nayantara Jha",879,"2024-05-10","15543","Credit Card"
"Neelofar Chandran",382,"2024-03-18","23895","Net Banking"
"Neelofar Dhar",612,"2020-04-16","13802","Net Banking"
"Neelofar Dhar",457,"2020-10-03","48314","Net Banking"
"Neelofar Dhar",612,"2021-12-09","6217","Debit Card"
"Neelofar Dhar",407,"2023-05-07","39944","Debit Card"
"Neelofar Dhar",407,"2023-08-20","11979","Credit Card"
"Neelofar Dhar",407,"2023-10-28","2666","Debit Card"
"Neelofar Dhar",612,"2024-02-11","34063","Cash"
"Neelofar Doctor",872,"2022-04-29","32201","Credit Card"
"Neelofar Doctor",872,"2023-10-18","9591","Net Banking"
"Neelofar Shukla",94,"2020-10-20","45529","Debit Card"
"Neelofar Shukla",94,"2023-07-14","1865","Debit Card"
"Neelofar Zachariah",539,"2021-08-05","1819","Net Banking"
"Neysa Joshi",431,"2020-02-09","2788","Debit Card"
"Neysa Joshi",431,"2020-05-15","18356","Cash"
"Neysa Joshi",545,"2021-08-20","6472","Credit Card"
"Neysa Joshi",545,"2022-01-16","4799","Credit Card"
"Neysa Joshi",545,"2024-10-07","28356","Credit Card"
"Neysa Kara",714,"2020-09-15","29023","UPI"
"Neysa Kara",714,"2021-08-31","3307","Net Banking"
"Neysa Kara",714,"2022-03-11","35747","Net Banking"
"Neysa Kara",714,"2024-02-13","36611","Net Banking"
"Neysa Lata",27,"2020-02-01","35217","Debit Card"
"Neysa Lata",27,"2020-07-28","16116","Credit Card"
"Neysa Lata",27,"2021-07-13","41874","Cash"
"Neysa Lata",180,"2021-08-01","37195","Debit Card"
"Neysa Lata",27,"2022-03-08","46585","UPI"
"Neysa Lata",180,"2022-05-17","36430","Debit Card"
"Neysa Lata",919,"2022-09-29","6664","Credit Card"
"Neysa Lata",919,"2023-03-25","18654","Cash"
"Neysa Lata",27,"2023-06-17","33709","Net Banking"
"Neysa Lata",180,"2024-01-10","45707","UPI"
"Neysa Magar",371,"2022-05-10","23948","Cash"
"Neysa Magar",371,"2022-05-17","38624","Net Banking"
"Neysa Magar",371,"2022-07-13","12811","Cash"
"Neysa Ramaswamy",331,"2019-12-09","8802","Debit Card"
"Neysa Ramaswamy",184,"2020-10-21","13790","Cash"
"Neysa Ramaswamy",331,"2022-02-02","6277","Net Banking"
"Neysa Ramaswamy",865,"2022-06-26","18078","Debit Card"
"Neysa Ramaswamy",331,"2022-07-13","1509","Credit Card"
"Neysa Ramaswamy",184,"2022-07-16","18424","Cash"
"Neysa Ramaswamy",141,"2023-04-29","33077","UPI"
"Neysa Ramaswamy",331,"2024-05-15","24136","Debit Card"
"Nirvaan Das",334,"2021-08-04","8739","Debit Card"
"Nirvaan Das",334,"2022-05-10","21947","Cash"
"Nirvaan Das",955,"2022-10-15","12829","UPI"
"Nirvaan Das",955,"2023-05-15","34897","Debit Card"
"Nirvaan Das",955,"2023-12-11","30546","Net Banking"
"Nirvaan Das",955,"2024-02-02","32832","UPI"
"Nirvaan Das",334,"2024-05-24","29000","Credit Card"
"Nirvaan Dhingra",847,"2020-06-24","15104","UPI"
"Nirvaan Dhingra",675,"2020-12-12","15809","UPI"
"Nirvaan Dhingra",675,"2021-04-30","46643","Cash"
"Nirvaan Dhingra",327,"2022-04-02","38609","Net Banking"
"Nirvaan Dhingra",675,"2022-08-20","48165","UPI"
"Nirvaan Dhingra",675,"2023-05-13","46174","UPI"
"Nirvaan Dhingra",327,"2023-10-12","23574","Debit Card"
"Nirvaan Keer",275,"2022-11-29","13169","Credit Card"
"Nirvaan Keer",275,"2023-09-08","11768","Debit Card"
"Nirvaan Keer",275,"2024-08-09","13774","Credit Card"
"Nirvaan Lal",752,"2021-05-17","38125","Debit Card"
"Nirvaan Lal",752,"2023-05-23","42998","Credit Card"
"Nirvaan Mander",109,"2021-02-27","33209","UPI"
"Nirvaan Mander",109,"2022-07-11","47266","Credit Card"
"Nirvaan Savant",775,"2020-10-07","43094","Cash"
"Nirvaan Savant",406,"2021-06-02","38454","Debit Card"
"Nirvaan Savant",775,"2021-06-20","31468","Debit Card"
"Nirvaan Savant",775,"2022-09-07","32473","Net Banking"
"Nirvaan Savant",775,"2024-07-26","26308","Debit Card"
"Nirvi Dubey",351,"2021-03-13","46339","Cash"
"Nirvi Dubey",800,"2022-06-06","47650","Credit Card"
"Nirvi Dubey",351,"2023-05-25","33769","Credit Card"
"Nirvi Dubey",800,"2024-02-15","33616","Credit Card"
"Nirvi Dubey",351,"2024-05-29","3633","Cash"
"Nirvi Dubey",351,"2024-06-04","42500","Net Banking"
"Nirvi Kale",898,"2020-03-24","35885","UPI"
"Nirvi Kale",898,"2023-01-17","6001","Cash"
"Nishith Chaudhry",213,"2023-03-26","49262","Credit Card"
"Nishith Chaudhry",585,"2023-04-21","12612","Net Banking"
"Nishith Chaudhry",651,"2023-10-11","23572","Cash"
"Nishith Chaudhry",213,"2024-01-29","32654","Net Banking"
"Nishith Chaudhry",585,"2024-07-07","10317","Debit Card"
"Nishith Saha",459,"2022-05-29","26641","Net Banking"
"Nishith Sane",447,"2021-09-04","15422","Cash"
"Nishith Sane",447,"2022-03-08","16226","UPI"
"Nishith Sule",249,"2020-04-25","46636","Cash"
"Nishith Sule",126,"2020-11-15","35390","UPI"
"Nishith Sule",126,"2021-05-15","37354","Debit Card"
"Nishith Sule",228,"2021-06-15","33523","UPI"
"Nishith Sule",228,"2022-01-17","15271","Credit Card"
"Nishith Sule",228,"2022-04-20","26724","Debit Card"
"Nishith Sule",249,"2022-05-12","21778","Debit Card"
"Nishith Sule",249,"2022-06-08","45642","Net Banking"
"Nishith Sule",126,"2023-10-10","8107","Net Banking"
"Nishith Sule",126,"2024-07-20","28181","Net Banking"
"Nitara Batra",936,"2020-08-06","37013","Debit Card"
"Nitara Iyer",337,"2020-01-20","1275","Net Banking"
"Nitara Iyer",83,"2020-08-16","30876","UPI"
"Nitara Iyer",337,"2020-09-19","25138","Debit Card"
"Nitara Iyer",337,"2021-03-04","36771","Net Banking"
"Nitara Iyer",337,"2021-10-10","22223","Cash"
"Nitara Iyer",337,"2022-06-10","13332","UPI"
"Nitara Talwar",200,"2020-01-31","19202","Cash"
"Nitara Talwar",200,"2020-02-13","22662","UPI"
"Nitara Talwar",414,"2021-07-09","47268","Cash"
"Nitara Talwar",200,"2022-03-17","20480","UPI"
"Nitara Talwar",200,"2022-08-29","19858","UPI"
"Nitya Mall",781,"2019-11-12","38372","Credit Card"
"Nitya Mall",781,"2024-08-04","8632","Cash"
"Ojas Grewal",369,"2024-10-02","37310","Cash"
"Ojas Jha",933,"2020-03-03","32555","Cash"
"Ojas Jha",933,"2020-12-12","19170","Credit Card"
"Ojas Jha",933,"2024-01-17","31863","Credit Card"
"Ojas Kulkarni",199,"2019-10-24","11109","Credit Card"
"Ojas Kulkarni",199,"2020-07-08","29822","Cash"
"Ojas Kulkarni",199,"2024-01-30","19744","Cash"
"Ojas Rau",663,"2021-08-27","36074","UPI"
"Ojas Rau",277,"2021-12-02","38172","Cash"
"Ojas Rau",277,"2022-01-10","25446","Credit Card"
"Ojas Rau",23,"2022-09-14","22373","Debit Card"
"Ojas Rau",663,"2023-07-02","10830","Net Banking"
"Ojas Rau",23,"2024-03-26","49235","Debit Card"
"Onkar Sani",346,"2020-04-13","35662","Net Banking"
"Onkar Sani",346,"2021-10-07","19096","Cash"
"Onkar Sani",346,"2022-10-12","36445","UPI"
"Onkar Sani",346,"2022-12-24","38657","Net Banking"
"Onkar Sani",346,"2023-01-07","26119","Credit Card"
"Oorja Arora",124,"2020-09-25","2371","Cash"
"Oorja Arora",37,"2021-05-08","19247","Debit Card"
"Oorja Arora",124,"2021-07-10","6212","UPI"
"Oorja Arora",593,"2021-09-10","5528","Net Banking"
"Oorja Arora",37,"2022-02-26","36443","Credit Card"
"Oorja Arora",37,"2022-12-18","13186","Credit Card"
"Oorja Arora",124,"2023-11-02","32089","Debit Card"
"Oorja Arora",124,"2024-08-22","13741","UPI"
"Oorja Basak",716,"2020-04-17","27942","Cash"
"Oorja Basak",716,"2023-01-25","7866","UPI"
"Oorja Basak",716,"2023-04-11","40812","Net Banking"
"Oorja Suresh",82,"2021-03-31","43259","Cash"
"Oorja Suresh",885,"2021-06-02","13224","Credit Card"
"Oorja Suresh",82,"2023-02-18","43550","Debit Card"
"Pari Baria",613,"2019-12-06","49072","Cash"
"Pari Baria",613,"2021-08-14","40041","Cash"
"Pari Dyal",173,"2020-07-01","45552","Debit Card"
"Pari Dyal",390,"2020-09-15","22754","Debit Card"
"Pari Shere",237,"2022-04-20","40151","Net Banking"
"Pari Shere",528,"2022-07-31","23144","Cash"
"Pari Shere",528,"2023-06-04","47308","Credit Card"
"Pari Tara",513,"2021-05-26","14838","Cash"
"Pari Tara",41,"2021-06-19","18656","Cash"
"Pari Tara",513,"2021-08-30","24113","Net Banking"
"Pari Tara",239,"2022-05-15","31280","Credit Card"
"Pari Tara",239,"2022-12-29","29786","Credit Card"
"Pari Tara",41,"2024-10-17","44896","UPI"
"Parinaaz Varty",913,"2023-08-18","19334","Debit Card"
"Parinaaz Varty",913,"2024-06-30","18279","Net Banking"
"Pihu Saraf",700,"2020-10-10","49119","Credit Card"
"Pihu Saraf",700,"2020-10-18","6465","Credit Card"
"Pihu Saraf",278,"2021-07-30","28020","Debit Card"
"Pihu Saraf",47,"2021-11-05","3199","Cash"
"Pihu Saraf",278,"2022-10-06","15844","Cash"
"Pihu Saraf",47,"2023-10-15","41664","Credit Card"
"Pihu Saraf",47,"2024-05-03","32721","Net Banking"
"Pihu Saraf",278,"2024-05-12","37973","UPI"
"Piya Doshi",325,"2020-10-09","26698","Cash"
"Piya Doshi",713,"2021-12-21","24458","Credit Card"
"Piya Doshi",325,"2023-05-20","40453","Debit Card"
"Piya Karan",52,"2024-08-06","18261","Credit Card"
"Piya Kata",58,"2019-11-08","19376","Credit Card"
"Piya Kata",808,"2020-12-26","7838","Net Banking"
"Piya Kata",808,"2021-06-27","2210","UPI"
"Piya Kata",786,"2022-08-30","3385","Cash"
"Piya Kata",786,"2023-08-15","16558","Credit Card"
"Piya Kata",808,"2023-11-08","45442","Credit Card"
"Piya Kata",58,"2024-01-14","11381","UPI"
"Piya Kata",58,"2024-04-12","11326","Debit Card"
"Piya Kata",58,"2024-09-10","21559","Credit Card"
"Piya Ratta",889,"2021-12-01","43652","UPI"
"Piya Ratta",698,"2024-09-15","20950","UPI"
"Pranay Ben",209,"2023-12-01","29523","Credit Card"
"Pranay Ben",209,"2023-12-28","8956","Cash"
"Pranay Ben",209,"2024-01-01","28092","Net Banking"
"Pranay Sheth",424,"2020-04-18","25061","Credit Card"
"Pranay Sheth",836,"2022-01-31","45212","Net Banking"
"Pranay Sheth",424,"2024-10-19","25457","Cash"
"Pranay Varghese",272,"2020-05-23","15660","Net Banking"
"Pranay Varghese",272,"2021-03-14","47215","Debit Card"
"Pranay Varghese",272,"2024-07-09","27013","Net Banking"
"Prerak Ramaswamy",77,"2020-12-04","35528","Credit Card"
"Prerak Ramaswamy",103,"2021-07-04","46312","Cash"
"Prerak Ramaswamy",77,"2021-10-26","42964","Credit Card"
"Prerak Ramaswamy",103,"2022-01-23","37995","Credit Card"
"Prerak Ramaswamy",103,"2022-10-06","45547","Cash"
"Prerak Ramaswamy",344,"2022-10-17","37321","Net Banking"
"Prerak Ramaswamy",344,"2023-07-19","33652","Credit Card"
"Prerak Ramaswamy",77,"2023-12-05","36726","Cash"
"Prerak Ramaswamy",77,"2024-04-05","3352","Net Banking"
"Prerak Ramaswamy",103,"2024-04-13","37835","UPI"
"Prisha Dubey",54,"2019-12-31","10224","UPI"
"Prisha Dubey",741,"2020-02-05","12914","Net Banking"
"Prisha Dubey",741,"2020-08-17","42065","UPI"
"Prisha Dubey",741,"2022-09-27","24025","Cash"
"Prisha Dubey",54,"2023-02-27","25500","Debit Card"
"Prisha Sastry",86,"2020-02-05","41185","UPI"
"Prisha Sastry",86,"2022-03-28","41249","Cash"
"Prisha Sastry",86,"2024-04-24","13351","Debit Card"
"Prisha Tata",439,"2020-03-19","48150","Cash"
"Priyansh Gaba",5,"2021-12-08","8582","Debit Card"
"Priyansh Gaba",5,"2022-10-31","32540","UPI"
"Priyansh Kumer",496,"2020-11-13","26374","UPI"
"Priyansh Kumer",686,"2022-04-24","21566","Debit Card"
"Priyansh Kumer",686,"2022-06-15","47070","Cash"
"Priyansh Kumer",496,"2024-05-17","30051","Cash"
"Priyansh Kumer",496,"2024-06-17","48820","Net Banking"
"Priyansh Wason",757,"2020-03-15","41364","Cash"
"Priyansh Wason",757,"2023-07-30","36540","Cash"
"Purab Badami",985,"2021-12-16","34666","Net Banking"
"Purab Badami",985,"2024-06-21","4293","UPI"
"Purab Kapur",444,"2021-11-21","39911","Cash"
"Purab Kapur",862,"2022-08-31","4844","Debit Card"
"Purab Karan",488,"2024-01-18","6704","Credit Card"
"Raghav Chandran",691,"2020-09-16","3982","UPI"
"Raghav Chandran",691,"2021-06-01","27343","Cash"
"Raghav Chandran",940,"2021-10-22","9833","Credit Card"
"Raghav Chandran",861,"2023-06-08","7275","Cash"
"Raghav Chandran",861,"2023-06-26","28901","Credit Card"
"Raghav Chaudhary",768,"2020-07-26","21824","UPI"
"Raghav Chaudhary",140,"2021-01-24","37281","Cash"
"Raghav Chaudhary",322,"2021-09-22","44955","UPI"
"Raghav Chaudhary",768,"2022-04-14","21153","Cash"
"Raghav Chaudhary",322,"2023-09-11","22726","Credit Card"
"Raghav Gour",678,"2022-12-20","14071","Cash"
"Raghav Gour",678,"2024-02-04","6092","Cash"
"Raghav Rao",464,"2021-11-25","15926","Net Banking"
"Raghav Rao",464,"2024-04-10","27782","Credit Card"
"Ranbir Chahal",70,"2022-09-20","46769","Debit Card"
"Ranbir Kapoor",702,"2020-01-21","40912","Cash"
"Ranbir Kapoor",15,"2020-03-04","8086","Net Banking"
"Ranbir Kapoor",15,"2020-04-01","47271","UPI"
"Ranbir Kapoor",15,"2021-02-18","1786","Credit Card"
"Ranbir Kapoor",702,"2023-08-28","22641","Net Banking"
"Ranbir Kapoor",15,"2024-09-25","9594","Cash"
"Rasha Badami",125,"2023-07-17","23773","Credit Card"
"Rasha Cherian",128,"2020-02-01","15363","Cash"
"Rasha Karnik",534,"2019-12-26","15054","Cash"
"Rasha Karnik",40,"2020-03-09","17539","Cash"
"Rasha Karnik",534,"2020-06-27","16559","Credit Card"
"Rasha Karnik",811,"2021-07-01","13923","UPI"
"Rasha Karnik",534,"2021-08-21","17046","Credit Card"
"Rasha Karnik",40,"2022-09-20","10671","Credit Card"
"Rasha Karnik",40,"2023-05-23","30950","Debit Card"
"Rasha Khare",87,"2023-03-10","13581","Credit Card"
"Rasha Khare",87,"2024-04-16","6798","UPI"
"Rasha Ravi",354,"2022-04-04","32181","Debit Card"
"Rati Gokhale",224,"2021-10-09","44964","Debit Card"
"Rati Koshy",900,"2020-04-28","13320","Net Banking"
"Rati Koshy",207,"2021-01-11","12275","Debit Card"
"Rati Manda",819,"2020-05-13","10358","Credit Card"
"Rati Manda",819,"2021-05-09","45478","Net Banking"
"Rati Salvi",432,"2022-01-17","29426","UPI"
"Rati Salvi",432,"2023-07-08","35378","Cash"
"Rati Salvi",432,"2023-12-17","2469","Net Banking"
"Rati Venkataraman",903,"2020-04-09","6452","Credit Card"
"Rati Venkataraman",903,"2022-05-07","23749","UPI"
"Raunak Badami",315,"2020-07-24","44265","Net Banking"
"Raunak Badami",315,"2021-05-17","14897","Net Banking"
"Raunak Badami",315,"2022-01-03","15490","Net Banking"
"Raunak Badami",315,"2022-11-27","22772","Debit Card"
"Raunak Biswas",296,"2021-11-04","8968","Cash"
"Raunak Biswas",296,"2023-08-24","48440","Net Banking"
"Raunak Dyal",881,"2021-07-17","42069","Cash"
"Raunak Dyal",881,"2021-08-15","34967","Net Banking"
"Raunak Jhaveri",589,"2020-03-03","27402","Net Banking"
"Raunak Jhaveri",198,"2020-08-11","3011","Debit Card"
"Raunak Jhaveri",198,"2022-04-01","13471","Credit Card"
"Raunak Jhaveri",198,"2022-08-28","12850","Cash"
"Raunak Krish",807,"2020-06-28","32832","Cash"
"Raunak Vyas",441,"2022-04-04","28897","UPI"
"Raunak Vyas",441,"2022-08-16","19484","Debit Card"
"Raunak Vyas",441,"2023-09-07","40885","Debit Card"
"Raunak Vyas",441,"2023-10-12","9350","UPI"
"Raunak Vyas",441,"2024-02-17","24930","Credit Card"
"Renee Banerjee",11,"2024-02-19","8894","Net Banking"
"Renee Banerjee",11,"2024-10-05","26695","Cash"
"Renee Khalsa",878,"2023-03-06","37051","Debit Card"
"Renee Roy",629,"2022-08-13","21490","Net Banking"
"Renee Roy",629,"2022-10-11","19877","Net Banking"
"Renee Roy",629,"2022-12-12","6864","Credit Card"
"Renee Roy",519,"2023-08-12","24684","UPI"
"Renee Singh",841,"2022-10-21","36285","UPI"
"Renee Singh",335,"2022-11-01","39873","Credit Card"
"Renee Singh",335,"2024-08-04","23463","Credit Card"
"Renee Wagle",297,"2019-11-09","24332","Net Banking"
"Renee Wagle",992,"2019-12-14","36850","Credit Card"
"Renee Wagle",647,"2020-05-28","24409","Net Banking"
"Renee Wagle",647,"2020-09-02","45278","UPI"
"Renee Wagle",992,"2021-12-19","18537","Debit Card"
"Renee Wagle",297,"2022-05-08","23038","Cash"
